transaction_id,customer_id,amount,currency,transaction_date,transaction_time,category,payment_method,status,merchant_name,description
TXN000472,CUST068,389.62,USD,2026-01-11,13:40:15,Utilities,Bank Transfer,Completed,TelecomPlus,Payment for utilities
TXN000473,CUST106,96.48,USD,2026-01-25,02:11:08,Food,Bank Transfer,Completed,CoffeeShop,Food service
TXN000474,CUST049,24.32,USD,2026-02-11,00:09:03,Utilities,Bank Transfer,Completed,PowerCorp,Utilities service
TXN000475,CUST187,68.83,USD,2026-01-02,07:05:09,Electronics,Mobile Payment,Cancelled,CompUSA,Electronics service
TXN000476,CUST179,118.59,USD,2026-04-12,01:21:05,Home,Debit Card,Completed,FurnitureStore,Home transaction
TXN000477,CUST050,117.54,USD,2026-04-18,08:52:24,Home,Cash,Completed,HomeMart,Home service
TXN000478,CUST064,147.5,USD,2026-04-05,01:12:29,Books,Mobile Payment,Completed,BookStore,Payment for books
TXN000479,CUST083,45.46,USD,2026-01-21,20:46:02,Books,Bank Transfer,Completed,AcademicBooks,Books purchase
TXN000480,CUST171,121.21,USD,2026-01-28,03:15:40,Health,Debit Card,Completed,DoctorClinic,Health transaction
TXN000481,CUST003,117.91,USD,2026-01-06,18:50:44,Education,Cash,Completed,SkillBuild,Education purchase
TXN000482,CUST176,100.24,USD,2026-03-21,10:59:48,Sports,Debit Card,Completed,SportsGear,Sports transaction
TXN000483,CUST082,157.47,USD,2026-03-13,20:48:22,Beauty,Check,Completed,BarberShop,Beauty transaction
TXN000484,CUST065,78.61,USD,2026-01-06,15:45:28,Utilities,Digital Wallet,Completed,InternetISP,Payment for utilities
TXN000485,CUST188,84.36,USD,2026-03-01,08:55:53,Dining,Mobile Payment,Completed,NoodleHouse,Payment for dining
TXN000486,CUST139,35.97,USD,2026-02-16,14:00:49,Sports,Credit Card,Completed,CycleShop,Payment for sports
TXN000487,CUST199,216.45,USD,2026-03-21,07:20:46,Groceries,Mobile Payment,Completed,MegaMart,Groceries transaction
TXN000488,CUST157,102.24,USD,2026-02-06,10:26:41,Travel,Credit Card,Completed,AirlineBookings,Travel transaction
TXN000489,CUST046,89.94,USD,2026-04-22,01:12:06,Education,Check,Completed,UniversityCourse,Payment for education
TXN000490,CUST013,223.06,USD,2026-02-16,07:38:45,Groceries,Mobile Payment,Pending,FreshMart,Groceries purchase
TXN000491,CUST120,427.99,USD,2026-04-13,20:03:23,Utilities,Credit Card,Completed,GasCompany,Payment for utilities
TXN000492,CUST136,486.21,USD,2026-01-06,23:04:53,Food,Debit Card,Completed,CoffeeShop,Food transaction
TXN000493,CUST137,142.65,USD,2026-02-19,06:12:33,Sports,Check,Completed,FitnessZone,Payment for sports
TXN000494,CUST173,35.26,USD,2026-02-28,22:42:27,Automotive,Check,Completed,GasStation,Automotive transaction
TXN000495,CUST137,149.56,USD,2026-03-18,14:59:22,Automotive,Auto-Pay,Completed,TireShop,Automotive service
TXN000496,CUST186,87.03,USD,2026-02-11,19:15:36,Utilities,Bank Transfer,Completed,WaterCorp,Utilities service
TXN000497,CUST115,28.91,USD,2026-02-20,00:46:02,Food,Bank Transfer,Completed,SushiBar,Food transaction
TXN000498,CUST055,328.95,USD,2026-04-20,10:01:49,Home,Digital Wallet,Completed,DesignStudio,Home service
TXN000499,CUST092,45.87,USD,2026-01-20,04:16:23,Automotive,Bank Transfer,Completed,CarWash,Automotive service
TXN000500,CUST146,125.6,USD,2026-01-28,23:04:46,Travel,Debit Card,Completed,RideShare,Payment for travel
TXN000501,CUST010,267.04,USD,2026-04-04,18:24:05,Beauty,Check,Completed,BeautySalon,Beauty purchase
TXN000502,CUST198,98.51,USD,2026-01-30,23:41:54,Dining,Credit Card,Completed,FineDining,Dining purchase
TXN000503,CUST082,104.31,USD,2026-03-11,18:09:20,Utilities,Check,Failed,WaterCorp,Utilities purchase
TXN000504,CUST057,76.62,USD,2026-02-25,09:50:25,Entertainment,Credit Card,Completed,CinemaTickets,Payment for entertainment
TXN000505,CUST022,318.32,USD,2026-02-21,16:27:49,Books,Cash,Completed,EbookPlatform,Books transaction
TXN000506,CUST144,70.21,USD,2026-03-20,23:33:15,Clothing,Debit Card,Completed,FashionHub,Clothing service
TXN000507,CUST109,0.0,USD,2026-02-16,11:12:20,Travel,Digital Wallet,Refunded,CarRental,Travel service
TXN000508,CUST160,62.33,USD,2026-01-19,14:02:59,Home,Debit Card,Completed,FurnitureStore,Home purchase
TXN000509,CUST063,107.13,USD,2026-03-21,04:55:53,Home,Debit Card,Completed,DesignStudio,Home service
TXN000510,CUST006,115.05,USD,2026-02-12,06:47:34,Clothing,Mobile Payment,Completed,StyleStore,Clothing transaction
TXN000511,CUST178,33.84,USD,2026-03-31,21:01:24,Dining,Bank Transfer,Completed,NoodleHouse,Payment for dining
TXN000512,CUST014,137.8,USD,2026-03-01,20:00:04,Health,Auto-Pay,Pending,DoctorClinic,Health purchase
TXN000513,CUST075,184.86,USD,2026-04-22,20:24:14,Health,Auto-Pay,Completed,HealthPlus,Health purchase
TXN000514,CUST048,139.12,USD,2026-01-26,16:29:35,Automotive,Bank Transfer,Completed,GasStation,Automotive service
TXN000515,CUST191,43.07,USD,2026-01-21,00:22:43,Travel,Bank Transfer,Completed,TravelAgent,Payment for travel
TXN000516,CUST100,65.0,USD,2026-04-24,00:35:17,Clothing,Digital Wallet,Completed,StyleStore,Clothing service
TXN000517,CUST134,90.21,USD,2026-03-28,19:55:40,Sports,Check,Failed,FitnessZone,Payment for sports
TXN000518,CUST115,122.01,USD,2026-03-11,04:13:41,Entertainment,Digital Wallet,Completed,TheatreTickets,Entertainment transaction
TXN000519,CUST111,88.03,USD,2026-04-09,04:41:59,Dining,Debit Card,Completed,FoodCourt,Dining transaction
TXN000520,CUST187,140.73,USD,2026-01-04,10:56:26,Health,Bank Transfer,Completed,DoctorClinic,Health transaction
TXN000521,CUST028,89.39,USD,2026-01-17,05:01:48,Dining,Cash,Completed,NoodleHouse,Dining transaction
TXN000522,CUST176,128.46,USD,2026-01-04,11:05:44,Beauty,Mobile Payment,Completed,BarberShop,Payment for beauty
TXN000523,CUST048,14.51,USD,2026-04-20,12:31:30,Entertainment,Credit Card,Pending,CinemaTickets,Entertainment service
TXN000524,CUST057,143.66,USD,2026-04-06,21:12:48,Clothing,Mobile Payment,Pending,FashionHub,Clothing service
TXN000525,CUST177,362.78,USD,2026-02-11,14:56:15,Health,Check,Completed,DentalCare,Health service
TXN000526,CUST157,73.23,USD,2026-04-06,18:38:34,Utilities,Credit Card,Pending,PowerCorp,Utilities transaction
TXN000527,CUST133,98.29,USD,2026-03-10,12:47:02,Utilities,Credit Card,Completed,GasCompany,Utilities service
TXN000528,CUST102,51.22,USD,2026-04-24,09:49:52,Food,Credit Card,Completed,BurgerBar,Food transaction
TXN000529,CUST119,119.02,USD,2026-04-17,20:28:05,Books,Digital Wallet,Completed,AcademicBooks,Payment for books
TXN000530,CUST116,181.56,USD,2026-01-04,05:29:37,Automotive,Auto-Pay,Completed,CarService,Automotive transaction
TXN000531,CUST184,21.94,USD,2026-04-04,03:05:07,Books,Check,Completed,LibraryMember,Books transaction
TXN000532,CUST097,102.33,USD,2026-03-12,12:02:49,Entertainment,Digital Wallet,Completed,GameStore,Entertainment transaction
TXN000533,CUST046,486.34,USD,2026-04-09,22:03:26,Food,Bank Transfer,Completed,RestaurantXYZ,Food purchase
TXN000534,CUST034,129.76,USD,2026-01-26,00:39:48,Food,Credit Card,Completed,CoffeeShop,Food service
TXN000535,CUST061,94.17,USD,2026-01-28,18:42:30,Education,Credit Card,Completed,LanguageApp,Payment for education
TXN000536,CUST159,17.71,USD,2026-03-22,17:52:52,Clothing,Auto-Pay,Completed,FashionHub,Clothing purchase
TXN000537,CUST171,68.37,USD,2026-03-15,19:19:21,Automotive,Digital Wallet,Completed,GasStation,Payment for automotive
TXN000538,CUST157,73.75,USD,2026-03-26,22:44:38,Dining,Auto-Pay,Pending,NoodleHouse,Dining purchase
TXN000539,CUST197,445.16,USD,2026-02-08,10:23:57,Health,Debit Card,Completed,PharmaCare,Health transaction
TXN000540,CUST032,39.27,USD,2026-03-30,08:21:33,Health,Credit Card,Completed,HealthPlus,Health purchase
TXN000541,CUST124,128.69,USD,2026-04-03,22:38:59,Beauty,Bank Transfer,Completed,SpaRelax,Payment for beauty
TXN000542,CUST034,35.19,USD,2026-03-20,18:31:33,Books,Cash,Completed,LibraryMember,Books transaction
TXN000543,CUST001,222.57,USD,2026-01-16,00:29:40,Beauty,Check,Completed,BeautySalon,Payment for beauty
TXN000544,CUST090,45.62,USD,2026-03-13,20:13:00,Sports,Debit Card,Completed,FitnessZone,Payment for sports
TXN000545,CUST197,365.6,USD,2026-01-01,03:43:21,Travel,Credit Card,Completed,RideShare,Travel transaction
TXN000546,CUST085,375.98,USD,2026-04-17,10:59:43,Education,Mobile Payment,Completed,LanguageApp,Education service
TXN000547,CUST138,254.77,USD,2026-02-12,14:50:52,Health,Auto-Pay,Completed,PharmaCare,Health purchase
TXN000548,CUST054,30.9,USD,2026-03-15,21:21:51,Automotive,Credit Card,Completed,TireShop,Automotive service
TXN000549,CUST161,131.04,USD,2026-03-10,05:36:38,Health,Bank Transfer,Completed,GymMembership,Payment for health
TXN000550,CUST182,126.12,USD,2026-01-05,08:26:05,Education,Bank Transfer,Completed,UniversityCourse,Payment for education
TXN000551,CUST045,305.32,USD,2026-01-15,11:50:02,Beauty,Credit Card,Completed,CosmeticShop,Beauty transaction
TXN000552,CUST049,200.15,USD,2026-02-13,15:46:55,Utilities,Debit Card,Completed,InternetISP,Utilities transaction
TXN000553,CUST053,53.54,USD,2026-04-03,01:29:24,Books,Credit Card,Completed,AcademicBooks,Books purchase
TXN000554,CUST086,116.19,USD,2026-03-01,01:06:33,Beauty,Cash,Completed,SpaRelax,Beauty transaction
TXN000555,CUST074,32.05,USD,2026-02-05,17:20:49,Education,Debit Card,Completed,OnlineCourses,Education purchase
TXN000556,CUST053,431.4,USD,2026-03-11,11:35:20,Food,Cash,Completed,PizzaPlace,Payment for food
TXN000557,CUST157,104.57,USD,2026-02-13,17:28:03,Entertainment,Debit Card,Completed,StreamMax,Entertainment purchase
TXN000558,CUST110,106.62,USD,2026-02-20,05:45:38,Automotive,Mobile Payment,Completed,CarWash,Payment for automotive
TXN000559,CUST086,139.19,USD,2026-04-15,06:45:48,Sports,Mobile Payment,Completed,CycleShop,Sports purchase
TXN000560,CUST179,142.64,USD,2026-03-01,03:29:19,Sports,Digital Wallet,Pending,RunnerStore,Payment for sports
TXN000561,CUST094,458.84,USD,2026-02-20,05:44:58,Sports,Mobile Payment,Completed,SportsMart,Sports purchase
TXN000562,CUST122,58.81,USD,2026-01-15,11:30:29,Home,Digital Wallet,Completed,FurnitureStore,Home service
TXN000563,CUST183,336.46,USD,2026-04-12,03:20:35,Sports,Check,Completed,SportsGear,Sports transaction
TXN000564,CUST159,123.95,USD,2026-02-01,17:10:30,Health,Check,Completed,PharmaCare,Health service
TXN000565,CUST146,20.91,USD,2026-04-11,10:34:44,Clothing,Mobile Payment,Completed,StyleStore,Clothing service
TXN000566,CUST084,174.36,USD,2026-03-13,03:52:28,Entertainment,Debit Card,Completed,GameStore,Entertainment service
TXN000567,CUST084,460.54,USD,2026-03-05,20:42:03,Groceries,Credit Card,Completed,SuperStore,Groceries transaction
TXN000568,CUST116,105.41,USD,2026-03-10,09:24:39,Dining,Auto-Pay,Completed,TacoTruck,Payment for dining
TXN000569,CUST112,291.47,USD,2026-04-02,11:05:37,Electronics,Digital Wallet,Pending,BestBuy,Electronics purchase
TXN000570,CUST095,49.51,USD,2026-03-12,01:00:45,Utilities,Credit Card,Completed,InternetISP,Utilities service
TXN000571,CUST161,102.75,USD,2026-02-10,22:24:25,Health,Mobile Payment,Completed,DentalCare,Health service
TXN000572,CUST093,20.04,USD,2026-04-18,13:09:18,Home,Credit Card,Completed,FurnitureStore,Home service
TXN000573,CUST169,462.75,USD,2026-02-25,04:05:08,Sports,Check,Completed,RunnerStore,Sports service
TXN000574,CUST131,69.47,USD,2026-02-24,17:52:28,Health,Credit Card,Completed,DoctorClinic,Health transaction
TXN000575,CUST183,146.95,USD,2026-03-06,08:26:59,Utilities,Mobile Payment,Completed,TelecomPlus,Utilities purchase
TXN000576,CUST149,494.28,USD,2026-03-03,22:05:09,Books,Bank Transfer,Completed,AcademicBooks,Books purchase
TXN000577,CUST134,85.49,USD,2026-04-24,19:05:15,Education,Bank Transfer,Completed,OnlineCourses,Payment for education
TXN000578,CUST137,56.41,USD,2026-04-10,00:30:29,Utilities,Auto-Pay,Failed,GasCompany,Payment for utilities
TXN000579,CUST075,347.3,USD,2026-01-22,01:44:59,Dining,Credit Card,Completed,Bistro,Dining transaction
TXN000580,CUST147,77.87,USD,2026-01-07,21:18:51,Books,Digital Wallet,Completed,AcademicBooks,Payment for books
TXN000581,CUST065,25.62,USD,2026-01-17,19:17:17,Home,Digital Wallet,Pending,DesignStudio,Home transaction
TXN000582,CUST169,35.31,USD,2026-02-27,11:51:11,Food,Credit Card,Completed,CafeElegant,Food purchase
TXN000583,CUST038,233.28,USD,2026-03-18,04:53:31,Beauty,Mobile Payment,Completed,BarberShop,Beauty transaction
TXN000584,CUST054,190.6,USD,2026-03-15,23:53:22,Electronics,Digital Wallet,Completed,GadgetWorld,Electronics service
TXN000585,CUST078,108.79,USD,2026-03-02,23:48:59,Utilities,Mobile Payment,Completed,WaterCorp,Utilities service
TXN000586,CUST004,15.74,USD,2026-02-06,14:24:43,Travel,Auto-Pay,Failed,CarRental,Travel service
TXN000587,CUST157,91.78,USD,2026-03-25,08:21:17,Food,Mobile Payment,Completed,CoffeeShop,Food transaction
TXN000588,CUST188,149.05,USD,2026-03-28,18:49:12,Utilities,Auto-Pay,Completed,InternetISP,Utilities purchase
TXN000589,CUST018,111.54,USD,2026-01-02,13:06:33,Groceries,Bank Transfer,Completed,FarmFresh,Groceries purchase
TXN000590,CUST159,373.33,USD,2026-01-12,01:38:42,Automotive,Debit Card,Completed,CarService,Automotive transaction
TXN000591,CUST097,45.47,USD,2026-03-26,20:36:51,Entertainment,Mobile Payment,Completed,StreamMax,Entertainment purchase
TXN000592,CUST164,119.3,USD,2026-02-28,08:49:27,Books,Bank Transfer,Completed,PublishingHouse,Books service
TXN000593,CUST100,78.84,USD,2026-02-12,01:16:52,Food,Cash,Completed,PizzaPlace,Food transaction
TXN000594,CUST166,100.07,USD,2026-03-04,03:09:34,Beauty,Mobile Payment,Completed,BarberShop,Beauty purchase
TXN000595,CUST009,79.68,USD,2026-01-10,02:36:46,Food,Credit Card,Pending,BurgerBar,Food service
TXN000596,CUST069,109.06,USD,2026-01-20,22:21:57,Health,Mobile Payment,Completed,HealthPlus,Health service
TXN000597,CUST187,436.29,USD,2026-04-10,02:34:14,Electronics,Mobile Payment,Completed,CompUSA,Payment for electronics
TXN000598,CUST086,129.47,USD,2026-03-29,09:25:03,Sports,Auto-Pay,Completed,SportsGear,Sports service
TXN000599,CUST195,63.78,USD,2026-04-09,09:41:12,Entertainment,Cash,Completed,TheatreTickets,Entertainment service
TXN000600,CUST028,198.98,USD,2026-03-22,22:22:31,Groceries,Cash,Completed,FarmFresh,Groceries transaction
TXN000601,CUST126,145.09,USD,2026-02-19,02:50:34,Sports,Mobile Payment,Failed,SportsMart,Sports purchase
TXN000602,CUST010,39.63,USD,2026-02-13,01:21:50,Books,Mobile Payment,Pending,BookStore,Books transaction
TXN000603,CUST190,12.67,USD,2026-03-16,07:59:04,Electronics,Credit Card,Completed,ElectroHub,Electronics transaction
TXN000604,CUST004,33.9,USD,2026-01-23,20:03:57,Food,Debit Card,Completed,CoffeeShop,Food purchase
TXN000605,CUST030,299.17,USD,2026-03-05,19:51:39,Clothing,Check,Completed,FashionHub,Clothing transaction
TXN000606,CUST083,26.9,USD,2026-04-18,06:48:02,Dining,Digital Wallet,Completed,FoodCourt,Dining transaction
TXN000607,CUST179,24.0,USD,2026-02-17,17:10:28,Clothing,Check,Completed,ClothingDirect,Clothing purchase
TXN000608,CUST125,357.81,USD,2026-01-11,00:00:11,Automotive,Bank Transfer,Completed,GasStation,Automotive service
TXN000609,CUST178,43.5,USD,2026-01-17,06:09:40,Food,Digital Wallet,Completed,SushiBar,Food purchase
TXN000610,CUST153,10.64,USD,2026-01-24,22:31:39,Groceries,Cash,Completed,GroceryPlus,Groceries purchase
TXN000611,CUST159,37.12,USD,2026-02-16,17:32:14,Education,Digital Wallet,Completed,UniversityCourse,Education service
TXN000612,CUST128,49.91,USD,2026-01-23,05:42:59,Electronics,Check,Completed,TechMart,Electronics service
TXN000613,CUST012,14.07,USD,2026-01-14,23:03:59,Utilities,Debit Card,Completed,WaterCorp,Utilities transaction
TXN000614,CUST185,464.43,USD,2026-02-26,18:37:20,Health,Cash,Completed,GymMembership,Payment for health
TXN000615,CUST059,40.89,USD,2026-01-13,07:47:26,Home,Mobile Payment,Completed,FurnitureStore,Home purchase
TXN000616,CUST112,29.1,USD,2026-01-19,06:59:39,Education,Cash,Completed,UniversityCourse,Payment for education
TXN000617,CUST052,25.56,USD,2026-02-12,04:02:44,Dining,Mobile Payment,Completed,FineDining,Dining transaction
TXN000618,CUST195,373.3,USD,2026-02-13,07:56:18,Dining,Digital Wallet,Completed,FoodCourt,Dining transaction
TXN000619,CUST023,74.79,USD,2026-02-22,16:31:55,Clothing,Credit Card,Completed,ClothingDirect,Clothing transaction
TXN000620,CUST064,469.81,USD,2026-02-11,13:37:14,Automotive,Credit Card,Completed,CarWash,Automotive purchase
TXN000621,CUST011,77.1,USD,2026-03-02,23:49:32,Electronics,Debit Card,Completed,CompUSA,Electronics transaction
TXN000622,CUST022,51.41,USD,2026-03-13,00:44:46,Health,Debit Card,Completed,GymMembership,Payment for health
TXN000623,CUST042,73.68,USD,2026-04-01,14:54:36,Books,Digital Wallet,Pending,AcademicBooks,Books service
TXN000624,CUST048,174.74,USD,2026-04-12,11:40:29,Books,Auto-Pay,Completed,BookStore,Payment for books
TXN000625,CUST110,425.69,USD,2026-04-07,08:44:39,Utilities,Debit Card,Completed,TelecomPlus,Payment for utilities
TXN000626,CUST189,61.18,USD,2026-01-08,16:58:43,Travel,Credit Card,Completed,AirlineBookings,Travel transaction
TXN000627,CUST166,56.89,USD,2026-03-13,22:04:35,Books,Debit Card,Completed,EbookPlatform,Books transaction
TXN000628,CUST193,69.21,USD,2026-04-06,07:20:22,Automotive,Credit Card,Completed,TireShop,Payment for automotive
TXN000629,CUST116,387.41,USD,2026-03-04,16:33:53,Groceries,Bank Transfer,Completed,FarmFresh,Payment for groceries
TXN000630,CUST173,64.7,USD,2026-03-30,02:12:57,Automotive,Digital Wallet,Completed,AutoParts,Automotive purchase
TXN000631,CUST028,38.6,USD,2026-01-22,08:07:44,Entertainment,Credit Card,Completed,EventTickets,Entertainment transaction
TXN000632,CUST122,18.81,USD,2026-02-14,13:28:47,Sports,Cash,Completed,SportsGear,Payment for sports
TXN000633,CUST106,103.22,USD,2026-03-16,10:41:41,Beauty,Mobile Payment,Completed,SpaRelax,Beauty transaction
TXN000634,CUST079,166.56,USD,2026-01-22,08:14:30,Travel,Auto-Pay,Completed,TravelAgent,Travel transaction
TXN000635,CUST159,392.5,USD,2026-01-21,22:34:18,Entertainment,Digital Wallet,Completed,CinemaTickets,Entertainment purchase
TXN000636,CUST011,88.75,USD,2026-02-10,18:08:28,Food,Credit Card,Completed,RestaurantXYZ,Payment for food
TXN000637,CUST038,13.49,USD,2026-02-17,14:34:10,Utilities,Mobile Payment,Completed,InternetISP,Utilities service
TXN000638,CUST082,51.38,USD,2026-01-20,00:47:34,Utilities,Bank Transfer,Failed,InternetISP,Utilities transaction
TXN000639,CUST145,198.8,USD,2026-04-04,14:21:44,Groceries,Debit Card,Completed,FarmFresh,Groceries service
TXN000640,CUST159,99.78,USD,2026-04-18,07:28:22,Groceries,Cash,Completed,GroceryPlus,Payment for groceries
TXN000641,CUST051,288.05,USD,2026-01-03,02:34:54,Education,Mobile Payment,Completed,OnlineCourses,Education purchase
TXN000642,CUST171,62.2,USD,2026-02-16,12:09:45,Home,Bank Transfer,Completed,BuildersHub,Payment for home
TXN000643,CUST115,295.46,USD,2026-04-22,17:05:13,Books,Mobile Payment,Completed,LibraryMember,Books service
TXN000644,CUST187,52.45,USD,2026-02-23,04:53:37,Dining,Auto-Pay,Completed,FineDining,Dining service
TXN000645,CUST023,74.7,USD,2026-01-01,13:40:58,Food,Digital Wallet,Completed,BurgerBar,Food service
TXN000646,CUST075,256.37,USD,2026-03-12,15:02:52,Home,Mobile Payment,Completed,DesignStudio,Home purchase
TXN000647,CUST040,103.23,USD,2026-02-03,09:40:53,Sports,Bank Transfer,Completed,RunnerStore,Sports service
TXN000648,CUST177,145.89,USD,2026-03-24,07:01:07,Beauty,Auto-Pay,Completed,SpaRelax,Beauty service
TXN000649,CUST067,112.61,USD,2026-03-22,21:30:44,Home,Credit Card,Completed,HomeMart,Home transaction
TXN000650,CUST149,17.4,USD,2026-01-08,04:20:29,Automotive,Auto-Pay,Completed,CarService,Payment for automotive
TXN000651,CUST013,117.3,USD,2026-02-07,09:33:40,Automotive,Digital Wallet,Completed,GasStation,Automotive transaction
TXN000652,CUST140,107.72,USD,2026-02-11,10:52:54,Sports,Auto-Pay,Completed,SportsMart,Payment for sports
TXN000653,CUST037,138.93,USD,2026-01-02,04:33:18,Travel,Digital Wallet,Completed,RideShare,Travel transaction
TXN000654,CUST129,143.35,USD,2026-01-29,06:50:57,Utilities,Debit Card,Completed,TelecomPlus,Utilities purchase
TXN000655,CUST030,60.76,USD,2026-04-15,04:59:01,Education,Mobile Payment,Pending,TutorHub,Payment for education
TXN000656,CUST045,129.95,USD,2026-04-01,09:01:47,Home,Digital Wallet,Completed,HomeMart,Payment for home
TXN000657,CUST033,118.46,USD,2026-01-27,04:05:27,Books,Check,Completed,BookStore,Books purchase
TXN000658,CUST009,45.42,USD,2026-04-12,21:32:37,Electronics,Debit Card,Completed,CompUSA,Electronics purchase
TXN000659,CUST194,214.67,USD,2026-01-13,03:58:38,Clothing,Auto-Pay,Completed,ClothingDirect,Clothing transaction
TXN000660,CUST192,364.53,USD,2026-02-05,18:22:22,Entertainment,Debit Card,Completed,TheatreTickets,Entertainment purchase
TXN000661,CUST136,111.55,USD,2026-01-28,22:12:18,Entertainment,Cash,Pending,TheatreTickets,Entertainment service
TXN000662,CUST094,59.68,USD,2026-03-31,18:11:28,Sports,Check,Completed,SportsGear,Sports transaction
TXN000663,CUST105,116.72,USD,2026-01-15,10:07:29,Groceries,Bank Transfer,Completed,MegaMart,Groceries purchase
TXN000664,CUST022,53.68,USD,2026-02-11,15:07:24,Food,Mobile Payment,Completed,BurgerBar,Food service
TXN000665,CUST075,278.6,USD,2026-04-20,13:12:54,Groceries,Credit Card,Cancelled,FarmFresh,Groceries service
TXN000666,CUST173,65.27,USD,2026-01-14,12:28:33,Sports,Debit Card,Completed,SportsGear,Sports transaction
TXN000667,CUST017,127.34,USD,2026-02-16,06:21:12,Dining,Mobile Payment,Completed,TacoTruck,Payment for dining
TXN000668,CUST194,495.63,USD,2026-04-12,20:25:22,Education,Bank Transfer,Completed,SkillBuild,Education service
TXN000669,CUST028,113.29,USD,2026-01-16,08:31:31,Clothing,Debit Card,Completed,StyleStore,Clothing purchase
TXN000670,CUST046,23.49,USD,2026-02-18,19:43:20,Entertainment,Debit Card,Completed,GameStore,Entertainment service
TXN000671,CUST120,58.11,USD,2026-01-26,09:42:31,Education,Credit Card,Failed,SkillBuild,Education purchase
TXN000672,CUST111,15.04,USD,2026-04-23,03:24:28,Travel,Digital Wallet,Completed,RideShare,Payment for travel
TXN000673,CUST181,116.96,USD,2026-01-22,15:27:08,Food,Mobile Payment,Completed,CafeElegant,Food service
TXN000674,CUST122,145.92,USD,2026-03-13,05:32:03,Health,Auto-Pay,Completed,DoctorClinic,Payment for health
TXN000675,CUST083,113.89,USD,2026-01-08,00:37:02,Entertainment,Credit Card,Completed,GameStore,Payment for entertainment
TXN000676,CUST098,44.19,USD,2026-01-13,13:22:22,Health,Cash,Completed,DoctorClinic,Health purchase
TXN000677,CUST177,15.23,USD,2026-01-09,09:07:21,Entertainment,Check,Completed,StreamMax,Entertainment service
TXN000678,CUST069,64.64,USD,2026-01-03,22:30:37,Electronics,Debit Card,Completed,GadgetWorld,Electronics purchase
TXN000679,CUST177,51.93,USD,2026-03-28,06:21:31,Utilities,Check,Completed,InternetISP,Utilities purchase
TXN000680,CUST138,41.62,USD,2026-01-28,09:16:03,Food,Debit Card,Completed,SushiBar,Food purchase
TXN000681,CUST152,39.36,USD,2026-02-13,08:04:36,Beauty,Debit Card,Completed,SkinCare,Payment for beauty
TXN000682,CUST130,66.32,USD,2026-04-13,09:27:42,Utilities,Mobile Payment,Completed,InternetISP,Utilities transaction
TXN000683,CUST005,102.51,USD,2026-03-22,22:33:55,Entertainment,Mobile Payment,Completed,TheatreTickets,Entertainment service
TXN000684,CUST145,43.65,USD,2026-04-04,20:03:33,Clothing,Bank Transfer,Completed,UrbanWear,Clothing service
TXN000685,CUST082,50.19,USD,2026-04-21,02:40:13,Home,Digital Wallet,Completed,BuildersHub,Home transaction
TXN000686,CUST104,258.69,USD,2026-01-31,03:09:12,Electronics,Mobile Payment,Completed,ElectroHub,Electronics service
TXN000687,CUST109,120.55,USD,2026-03-24,01:12:10,Food,Bank Transfer,Completed,PizzaPlace,Food transaction
TXN000688,CUST165,135.51,USD,2026-04-20,01:46:31,Beauty,Auto-Pay,Completed,BeautySalon,Beauty purchase
TXN000689,CUST105,403.48,USD,2026-02-16,21:42:56,Groceries,Digital Wallet,Completed,FarmFresh,Groceries purchase
TXN000690,CUST134,22.63,USD,2026-03-27,18:49:59,Utilities,Debit Card,Completed,InternetISP,Payment for utilities
TXN000691,CUST085,226.3,USD,2026-04-17,18:47:24,Beauty,Debit Card,Completed,CosmeticShop,Payment for beauty
TXN000692,CUST113,107.95,USD,2026-02-22,08:55:37,Electronics,Debit Card,Completed,CompUSA,Electronics service
TXN000693,CUST122,110.19,USD,2026-03-29,07:17:56,Beauty,Bank Transfer,Completed,CosmeticShop,Beauty purchase
TXN000694,CUST190,63.86,USD,2026-03-26,01:44:58,Beauty,Auto-Pay,Pending,CosmeticShop,Beauty purchase
TXN000695,CUST137,287.54,USD,2026-04-21,07:54:28,Health,Bank Transfer,Completed,PharmaCare,Health transaction
TXN000696,CUST077,418.36,USD,2026-01-27,05:58:28,Sports,Check,Completed,SportsMart,Payment for sports
TXN000697,CUST021,456.87,USD,2026-04-16,15:30:47,Health,Debit Card,Completed,DoctorClinic,Payment for health
TXN000698,CUST130,308.64,USD,2026-01-09,11:26:38,Books,Credit Card,Completed,AcademicBooks,Books transaction
TXN000699,CUST162,53.92,USD,2026-02-26,20:08:00,Health,Debit Card,Completed,GymMembership,Health transaction
TXN000700,CUST133,120.97,USD,2026-04-02,20:48:08,Home,Auto-Pay,Completed,HomeDecor,Home transaction
TXN000701,CUST067,68.03,USD,2026-01-23,21:37:52,Travel,Digital Wallet,Completed,TravelAgent,Travel service
TXN000702,CUST147,136.96,USD,2026-01-29,00:01:59,Utilities,Mobile Payment,Completed,TelecomPlus,Utilities transaction
TXN000703,CUST013,61.51,USD,2026-02-21,19:27:38,Food,Debit Card,Completed,PizzaPlace,Food service
TXN000704,CUST198,130.67,USD,2026-02-28,21:31:07,Clothing,Bank Transfer,Completed,StyleStore,Clothing service
TXN000705,CUST098,249.04,USD,2026-01-17,13:54:13,Dining,Cash,Completed,FoodCourt,Dining service
TXN000706,CUST038,279.37,USD,2026-01-04,09:16:15,Dining,Mobile Payment,Completed,TacoTruck,Dining service
